label_id,tenant_id,survey_participation_id,participant_id,survey_id,question_id,evaluated_at,score,sentiment,risk_flag,tags,summary,checked_at,created_at,updated_at,should_display,display_label,display_note,severity,confidence,themes,risk_flags,action,label_payload,label_version,prompt_version,label_model,input_fingerprint,labeled_at
770,8,2395,3987,1770891533959,721,2026-02-12 10:24:04.553603+00,0.900,positive,f,"[""kreatif bakış"", ""müşteri memnuniyeti"", ""iyileşme"", ""iş süreçleri""]",Kreatif bakış açısının iş süreçlerinde müşteri memnuniyetini artırdığı belirtilmiş.,2026-02-12 10:25:03.278832+00,2026-02-12 10:25:02.509931+00,2026-02-12 10:25:03.278832+00,t,Positive impact on customer satisfaction,The creative perspective has improved customer satisfaction in business processes.,0.200,0.800,"[""culture"", ""process""]",[],watch,"{""action"": ""watch"", ""themes"": [""culture"", ""process""], ""severity"": 0.2, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": ""The creative perspective has improved customer satisfaction in business processes."", ""display_label"": ""Positive impact on customer satisfaction"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4o-mini,9338efd8405d725e623c003ba975dd65b5c63584fd63b8a3a761ba97ca8adbe5,2026-02-12 10:25:03.278832+00
771,8,2396,3987,1770891533959,722,2026-02-12 10:24:06.134503+00,1.000,positive,f,"[""olumlu"", ""memnuniyet"", ""motivasyon""]",Katılımcı çok olumlu bir değerlendirme yapmıştır.,2026-02-12 10:25:03.278832+00,2026-02-12 10:25:02.509931+00,2026-02-12 10:25:03.278832+00,f,Positive Feedback,The participant expresses high satisfaction but lacks specific details.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The participant expresses high satisfaction but lacks specific details."", ""display_label"": ""Positive Feedback"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,c4e9024149b83b4d44aaef16d1c1691ff41f3f7fbda1cfc6200faecd1bf2de36,2026-02-12 10:25:03.278832+00
794,20,2419,3900,1770840499922,711,2026-02-12 19:08:02.907268+00,0.000,,f,[],,2026-02-12 19:09:02.829085+00,2026-02-12 19:09:02.050395+00,2026-02-12 19:09:02.829085+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,29deec7cfdcf4cef09b255f005b2c0c8d80bd94a7496897f7b588dde25fc5e4f,2026-02-12 19:09:02.829085+00
772,8,2397,3987,1770891533959,723,2026-02-12 10:24:09.870013+00,0.500,neutral,f,"[""memnuniyet"", ""orta düzey"", ""açıklama eksikliği""]",Katılımcı memnun sayıldığını belirtiyor ancak detaylı bir açıklama sunmamış.,2026-02-12 10:25:03.278832+00,2026-02-12 10:25:02.509931+00,2026-02-12 10:25:03.278832+00,f,Neutral Satisfaction,Participant indicates moderate satisfaction but lacks detailed explanation.,0.500,0.500,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.5, ""confidence"": 0.5, ""risk_flags"": [], ""display_note"": ""Participant indicates moderate satisfaction but lacks detailed explanation."", ""display_label"": ""Neutral Satisfaction"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,d0e695f2dffc5e15d49f5240009eff0a80f902dcc3d60d549afa70d06c3323eb,2026-02-12 10:25:03.278832+00
773,8,2398,3987,1770891533959,724,2026-02-12 10:24:11.532888+00,0.850,positive,f,"[""iletişim"", ""profesyonellik"", ""olumlu"", ""ilişki""]","Katılımcı, Mert Selametli'nin iletişim ve profesyonellik düzeyini olumlu bulmuş ve sağlıklı bir ilişki olduğunu belirtmiştir.",2026-02-12 10:25:03.278832+00,2026-02-12 10:25:02.509931+00,2026-02-12 10:25:03.278832+00,f,Vague feedback on communication,The response lacks specific details about communication and professionalism.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The response lacks specific details about communication and professionalism."", ""display_label"": ""Vague feedback on communication"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,130788170976fa466fecfc3a9d8c8e5dad9fdb41e3ecff7a6cb410bdddae79ed,2026-02-12 10:25:03.278832+00
774,8,2399,3987,1770891533959,725,2026-02-12 10:24:12.773682+00,1.000,positive,f,"[""entegrasyon"", ""sorun yok"", ""olumlu""]",Katılımcı entegrasyon sürecinde herhangi bir zorluk yaşamadığını belirtmiştir.,2026-02-12 10:25:03.278832+00,2026-02-12 10:25:02.509931+00,2026-02-12 10:25:03.278832+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,6fd9b8584dd3eb6e817b7960884de04259eec01dc54c0d65501d2be2894fcaed,2026-02-12 10:25:03.278832+00
775,8,2400,3987,1770891533959,726,2026-02-12 10:24:14.51952+00,1.000,positive,f,"[""olumlu"", ""memnuniyet""]","""10 numara"" ifadesi, katılımcının çok memnun olduğunu belirtmektedir.",2026-02-12 10:25:03.278832+00,2026-02-12 10:25:02.509931+00,2026-02-12 10:25:03.278832+00,f,Positive feedback on user-friendliness,The participant expresses high satisfaction with the platform.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The participant expresses high satisfaction with the platform."", ""display_label"": ""Positive feedback on user-friendliness"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,67df89024ed4ac3c1c4e4666b4bb184c04fbb920ec9c2010590e1d10b757d692,2026-02-12 10:25:03.278832+00
776,8,2401,3987,1770891533959,727,2026-02-12 10:24:15.632398+00,0.500,neutral,f,"[""anlamsız"", ""dil""]",Yanıt anlam ifade etmiyor veya yanlış yazılmış görünüyor.,2026-02-12 10:25:03.278832+00,2026-02-12 10:25:02.509931+00,2026-02-12 10:25:03.278832+00,f,Non-informative response,The answer does not provide meaningful feedback.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The answer does not provide meaningful feedback."", ""display_label"": ""Non-informative response"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,7dcb5db92f7a836acc41ee826bb2f1b9296dcf43db1713101bfea98fdd6389cd,2026-02-12 10:25:03.278832+00
777,8,2402,3987,1770891533959,728,2026-02-12 10:24:15.635718+00,0.000,,f,[],,2026-02-12 10:25:03.278832+00,2026-02-12 10:25:02.509931+00,2026-02-12 10:25:03.278832+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,c79e6298bf6f308ec64ea569cdec478e4ee6e64d20777e69eae01c1c5a484049,2026-02-12 10:25:03.278832+00
778,8,2403,3987,1770891533959,729,2026-02-12 10:24:15.637859+00,0.000,,f,[],,2026-02-12 10:25:03.278832+00,2026-02-12 10:25:02.509931+00,2026-02-12 10:25:03.278832+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,7b4ad6ce6ca9b883e34018f58c8ec6f70c020f47f68c5f9b4a6d202a84c4eeff,2026-02-12 10:25:03.278832+00
779,8,2404,75,1770891533959,721,2026-02-12 10:26:05.423187+00,1.000,positive,f,"[""mutluluk"", ""iyileşme"", ""olumlu""]","Katılımcı, yapılan değişikliklerin kendisini çok mutlu ettiğini ve iyileştirdiğini belirtiyor.",2026-02-12 10:27:02.673374+00,2026-02-12 10:27:01.867808+00,2026-02-12 10:27:02.673374+00,f,Positive feedback on improvements,The participant expresses happiness with the improvements made.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The participant expresses happiness with the improvements made."", ""display_label"": ""Positive feedback on improvements"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,e424e6caf251abd413675f98daf8b5cc7b3d8a7f29788e93aaf5c9ad1b22e5d0,2026-02-12 10:27:02.673374+00
780,8,2405,75,1770891533959,722,2026-02-12 10:26:06.875979+00,0.950,positive,f,"[""güven"", ""onprem"", ""veri güvenliği"", ""kurulum"", ""sızıntı yok""]","Katılımcı, özellikle onprem kurulumlarında veri sızıntısı olmayacağına dair tam güven duyduğunu belirtmiştir.",2026-02-12 10:27:02.673374+00,2026-02-12 10:27:01.867808+00,2026-02-12 10:27:02.673374+00,f,High reliability in on-prem installations,The participant expresses complete trust in data security during on-prem installations.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The participant expresses complete trust in data security during on-prem installations."", ""display_label"": ""High reliability in on-prem installations"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,c7e6ae54dd5015b6d227bd755b48e6e2fa5f4db18b94a24bd845bc6f1336e9ed,2026-02-12 10:27:02.673374+00
781,8,2406,75,1770891533959,723,2026-02-12 10:26:08.867683+00,0.100,negative,f,"[""destek ekibi"", ""hız"", ""personel değişikliği"", ""olumsuz geri bildirim""]","Katılımcı, destek ekibinin yavaş olduğunu ve Mert Selamet'in değiştirilmesi gerektiğini belirtiyor.",2026-02-12 10:27:02.673374+00,2026-02-12 10:27:01.867808+00,2026-02-12 10:27:02.673374+00,t,Support team speed concerns,The participant feels the support team is slow and suggests a personnel change.,0.300,0.700,"[""process""]",[],follow_up,"{""action"": ""follow_up"", ""themes"": [""process""], ""severity"": 0.3, ""confidence"": 0.7, ""risk_flags"": [], ""display_note"": ""The participant feels the support team is slow and suggests a personnel change."", ""display_label"": ""Support team speed concerns"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4o-mini,480f616fa668905d442c3cde3005acd84a1578b22834affbeb2656d57d35f50c,2026-02-12 10:27:02.673374+00
782,8,2407,75,1770891533959,724,2026-02-12 10:26:10.315638+00,0.050,negative,f,"[""iletişim"", ""profesyonellik"", ""iş yavaşlatma"", ""olumsuz geri bildirim""]","Katılımcı, Mert Selametli'nin iletişimi ve profesyonelliğini çok kötü bulduğunu ve sürekli işleri yavaşlattığını belirtiyor.",2026-02-12 10:27:02.673374+00,2026-02-12 10:27:01.867808+00,2026-02-12 10:27:02.673374+00,t,Poor communication and professionalism,"The participant finds Mert Selametli's communication and professionalism very poor, stating it slows down work.",0.600,0.700,"[""communication"", ""manager_behavior""]",[],follow_up,"{""action"": ""follow_up"", ""themes"": [""communication"", ""manager_behavior""], ""severity"": 0.6, ""confidence"": 0.7, ""risk_flags"": [], ""display_note"": ""The participant finds Mert Selametli's communication and professionalism very poor, stating it slows down work."", ""display_label"": ""Poor communication and professionalism"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4o-mini,95a0363bedfb62eeba39346f6996bc6550766def666b164bda1a9debcd3e70a9,2026-02-12 10:27:02.673374+00
783,8,2408,75,1770891533959,725,2026-02-12 10:26:11.572633+00,0.900,positive,f,"[""kolaylık"", ""memnuniyet""]","Katılımcı, sürecin zahmetsiz olduğunu belirterek olumlu bir deneyim yaşadığını ifade etmiştir.",2026-02-12 10:27:02.673374+00,2026-02-12 10:27:01.867808+00,2026-02-12 10:27:02.673374+00,f,Integration Ease,The integration process was described as effortless.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The integration process was described as effortless."", ""display_label"": ""Integration Ease"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,ff348a9a8629f28a8c31b3dc23266fe68b60eacffb6c3b82b9d8e710dea51f19,2026-02-12 10:27:02.673374+00
784,8,2409,75,1770891533959,726,2026-02-12 10:26:12.511637+00,0.950,positive,f,"[""kullanıcı dostu"", ""olumlu""]","Katılımcı, sistemi oldukça kullanıcı dostu bulduğunu belirtiyor.",2026-02-12 10:27:02.673374+00,2026-02-12 10:27:01.867808+00,2026-02-12 10:27:02.673374+00,f,Positive feedback on user-friendliness,The participant finds the system very user-friendly.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The participant finds the system very user-friendly."", ""display_label"": ""Positive feedback on user-friendliness"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,5e572049b5b3ee02ce7c9e808fc53ede0cf717476d833b87fe89ad1cb0600ddf,2026-02-12 10:27:02.673374+00
785,8,2410,75,1770891533959,727,2026-02-12 10:26:14.981638+00,1.000,positive,f,"[""memnuniyet"", ""yatırım"", ""değer"", ""mutluluk""]","Katılımcı, aldığı hizmetlerden çok memnun olduğunu ve yatırımlarının fazlasıyla karşılığını aldığını belirtiyor.",2026-02-12 10:27:02.673374+00,2026-02-12 10:27:01.867808+00,2026-02-12 10:27:02.673374+00,f,Positive feedback on service value,The participant expresses high satisfaction with the services received.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The participant expresses high satisfaction with the services received."", ""display_label"": ""Positive feedback on service value"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,fbc111116065dd53b069f6918e045f38217ee337cb06cc316a6b84ad70c24f14,2026-02-12 10:27:02.673374+00
786,8,2411,75,1770891533959,728,2026-02-12 10:26:14.98494+00,0.000,,f,[],,2026-02-12 10:27:02.673374+00,2026-02-12 10:27:01.867808+00,2026-02-12 10:27:02.673374+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,f14340ee47d2933fc5a325f269dbcc5d197b7032cb4b0eb4ec9a37b9a3d1a158,2026-02-12 10:27:02.673374+00
787,8,2412,75,1770891533959,729,2026-02-12 10:26:14.986917+00,0.000,,f,[],,2026-02-12 10:27:02.673374+00,2026-02-12 10:27:01.867808+00,2026-02-12 10:27:02.673374+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,2ac0106fb302c085b3a6db53f4e1d0fe0dd7f19514fbaeae90d4498547a12c99,2026-02-12 10:27:02.673374+00
788,20,2413,3894,1770840499922,711,2026-02-12 12:17:02.715241+00,0.000,,f,[],,2026-02-12 12:18:03.153236+00,2026-02-12 12:18:02.361906+00,2026-02-12 12:18:03.153236+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,29deec7cfdcf4cef09b255f005b2c0c8d80bd94a7496897f7b588dde25fc5e4f,2026-02-12 12:18:03.153236+00
789,20,2414,3894,1770840499922,712,2026-02-12 12:17:02.719966+00,0.000,,f,[],,2026-02-12 12:18:03.153236+00,2026-02-12 12:18:02.361906+00,2026-02-12 12:18:03.153236+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,d2e43282c452f962931befd80f59bc9a8347912503a2ffb310eb98c057730aab,2026-02-12 12:18:03.153236+00
790,20,2415,3894,1770840499922,713,2026-02-12 12:17:02.721976+00,0.000,,f,[],,2026-02-12 12:18:03.153236+00,2026-02-12 12:18:02.361906+00,2026-02-12 12:18:03.153236+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,074cff02c97a35f5c00293a6708fbed15a676ab1c8750b1cc69c72cf86e07562,2026-02-12 12:18:03.153236+00
791,20,2416,3894,1770840499922,714,2026-02-12 12:17:02.724062+00,0.000,,f,[],,2026-02-12 12:18:03.153236+00,2026-02-12 12:18:02.361906+00,2026-02-12 12:18:03.153236+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,90fe3b725b5b8be7ab46370124186d03716de0010530378cfb489eb254645ffd,2026-02-12 12:18:03.153236+00
792,20,2417,3894,1770840499922,715,2026-02-12 12:17:02.726035+00,0.000,,f,[],,2026-02-12 12:18:03.153236+00,2026-02-12 12:18:02.361906+00,2026-02-12 12:18:03.153236+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,b9f7de0c3130961a12ee31132d42610eb20e35040f0e93de17b06dcdb04c0283,2026-02-12 12:18:03.153236+00
793,20,2418,3894,1770840499922,716,2026-02-12 12:17:04.580324+00,0.900,positive,f,"[""deneyim"", ""pratiklik"", ""olumlu""]",Katılımcı deneyimi güzel ve pratik bulduğunu belirtmiştir.,2026-02-12 12:18:03.153236+00,2026-02-12 12:18:02.361906+00,2026-02-12 12:18:03.153236+00,f,Positive experience with WhatsApp,The participant found the experience to be nice and practical.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The participant found the experience to be nice and practical."", ""display_label"": ""Positive experience with WhatsApp"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,4d43de999bb832e280d7e35d4263c0b7cac3e7765f2916f6995e513a165655a7,2026-02-12 12:18:03.153236+00
795,20,2420,3900,1770840499922,712,2026-02-12 19:08:02.934893+00,0.000,,f,[],,2026-02-12 19:09:02.829085+00,2026-02-12 19:09:02.050395+00,2026-02-12 19:09:02.829085+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,5884a26b42e45015cd597e7d5eda9535a24dfc0c422553f7e7c8f33776f220cf,2026-02-12 19:09:02.829085+00
796,20,2421,3900,1770840499922,713,2026-02-12 19:08:02.937213+00,0.000,,f,[],,2026-02-12 19:09:02.829085+00,2026-02-12 19:09:02.050395+00,2026-02-12 19:09:02.829085+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,f60a88903e6680bb16b9c6c75168967a886a0b4e0ef33a95b134e42528699bcb,2026-02-12 19:09:02.829085+00
797,20,2422,3900,1770840499922,714,2026-02-12 19:08:02.939419+00,0.000,,f,[],,2026-02-12 19:09:02.829085+00,2026-02-12 19:09:02.050395+00,2026-02-12 19:09:02.829085+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,b7a990f9cad6da5526572b1499448d67a9ac1b3644b1f1b80c0d7f75e0fdc7a2,2026-02-12 19:09:02.829085+00
798,20,2423,3900,1770840499922,715,2026-02-12 19:08:02.941538+00,0.000,,f,[],,2026-02-12 19:09:02.829085+00,2026-02-12 19:09:02.050395+00,2026-02-12 19:09:02.829085+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,6ce479de2b846d2404821f46922e9b9be3bd763781420d315b50fc5f95fbfd31,2026-02-12 19:09:02.829085+00
799,20,2424,3900,1770840499922,716,2026-02-12 19:08:05.235849+00,0.900,positive,f,"[""memnuniyet"", ""gelişim ihtiyacı yok""]",Katılımcı deneyimini iyi bulmuş ve geliştirilmesi gereken bir alan olmadığını belirtmiştir.,2026-02-12 19:09:02.829085+00,2026-02-12 19:09:02.050395+00,2026-02-12 19:09:02.829085+00,f,Positive Experience with No Improvement Needed,The participant finds the experience good and sees no need for improvement.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The participant finds the experience good and sees no need for improvement."", ""display_label"": ""Positive Experience with No Improvement Needed"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,61768a4f31a093fb0eae8047d0e2509644174e677f912066df5b6863c8b8f07c,2026-02-12 19:09:02.829085+00
800,20,2425,3900,1770974860069,730,2026-02-13 09:38:05.271802+00,0.800,positive,f,"[""olumlu"", ""kısa cevap""]",Katılımcı yanıtı olumlu ve kısadır.,2026-02-13 09:39:03.222151+00,2026-02-13 09:39:02.395536+00,2026-02-13 09:39:03.222151+00,f,Positive feedback on physical conditions,The response is positive but too brief to take action.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The response is positive but too brief to take action."", ""display_label"": ""Positive feedback on physical conditions"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,9445e0faa80a75da88606e3a6ca05794c162a07781e20c5a205a4cfed669e5e8,2026-02-13 09:39:03.222151+00
801,20,2426,3900,1770974860069,731,2026-02-13 09:38:06.517909+00,0.800,positive,f,"[""olumlu"", ""kısa yanıt""]",Katılımcı yanıtı olumlu olarak değerlendirmiştir.,2026-02-13 09:39:03.222151+00,2026-02-13 09:39:02.395536+00,2026-02-13 09:39:03.222151+00,f,Positive feedback on safety measures,The response indicates satisfaction but lacks detail.,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The response indicates satisfaction but lacks detail."", ""display_label"": ""Positive feedback on safety measures"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,59dc084b7c335ed4414b85d38693135541d6715967910e790e9e9730b9f459bc,2026-02-13 09:39:03.222151+00
802,20,2427,3900,1770974860069,732,2026-02-13 09:38:07.62954+00,1.000,positive,f,"[""olumlu"", ""memnuniyet""]",Katılımcı deneyimini çok olumlu bulmuş.,2026-02-13 09:39:03.222151+00,2026-02-13 09:39:02.395536+00,2026-02-13 09:39:03.222151+00,f,Positive communication feedback,The participant finds communication with management to be excellent.,0.000,0.000,"[""communication""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""communication""], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": ""The participant finds communication with management to be excellent."", ""display_label"": ""Positive communication feedback"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4o-mini,59b5ebc34e5ef2029a1a09804f2950ff9f760dd3ab923b147a26c80dad62b02b,2026-02-13 09:39:03.222151+00
